pm_id,title,pmc_id,authors,doi,keywords,mesh_ids,mesh_terms,abstract,project_serial_num,journal_name,publication_year
33654130,Altered metabolic and inflammatory transcriptomics after cardiac surgery in neonates with congenital heart disease.,PMC7925649,"['Jain PN', 'Robertson M', 'Lasa JJ', 'Shekerdemian L', 'Guffey D', 'Zhang Y', 'Lingappan K', 'Checchia P', 'Coarfa C']",doi:10.1038/s41598-021-83882-x,[],"['D006348', 'D002315', 'D005260', 'D006801', 'D018636', 'D007231', 'D008297', 'D055442', 'D011446', 'D059467']","['Cardiac Surgical Procedures', 'Cardiopulmonary Bypass', 'Female', 'Humans', 'Hypoplastic Left Heart Syndrome', 'Infant, Newborn', 'Male', 'Metabolome', 'Prospective Studies', 'Transcriptome']","The study examines the whole blood transcriptome profile before and after cardiopulmonary bypass (CPB) in neonates with hypoplastic left heart syndrome (HLHS), a severe form of congenital heart disease, that can develop low cardiac output syndrome (LCOS). Whole blood mRNA transcriptome profiles of 13 neonates with HLHS before and after their first palliative surgery were analyzed to determine differentially expressed genes and pathways. The median age and weight at surgery were 4 days and 3.2 kg, respectively. Of the 13 patients, 8 developed LCOS. There was no significant difference between CPB, aortic cross clamp, deep hypothermic cardiac arrest times between patients that develop LCOS and those that do not. Upon comparing differential gene expression profiles between patients that develop LCOS and those that do not in pre-operative samples, 1 gene was up-regulated and 13 were down regulated. In the post-operative samples, 4 genes were up-regulated, and 4 genes were down regulated when patients that develop LCOS were compared to those that do not. When comparing post-operative samples to pre-operative samples in the patients that do not develop LCOS, 1484 genes were up-regulated, and 1388 genes were down regulated; while patients that developed LCOS had 2423 up-regulated genes, and 2414 down regulated genes for the same pre to post-operative comparison. Pathway analysis revealed differential regulation of inflammatory pathways (IL signaling, PDGF, NOTCH1, NGF, GPCR) and metabolic pathways (heme metabolism, oxidative phosphorylation, protein metabolism including amino acid and derivatives, fatty acid metabolism, TCA cycle and respiratory electron transport chain). By identifying altered transcriptome profiles related to inflammation and metabolism in neonates with HLHS who develop LCOS after CPB, this study opens for exploration novel pathways and potential therapeutic targets to improve outcomes in this high-risk population.",HD105593,Scientific reports,2021
33640145,"Multisystem inflammatory syndrome in children and adults (MIS-C/A): Case definition & guidelines for data collection, analysis, and presentation of immunization safety data.",PMC7904456,"['Vogel TP', 'Top KA', 'Karatzios C', 'Hilmers DC', 'Tapia LI', 'Moceri P', 'Giovannini-Chami L', 'Wood N', 'Chandler RE', 'Klein NP', 'Schlaudecker EP', 'Poli MC', 'Muscal E', 'Munoz FM']",doi:10.1016/j.vaccine.2021.01.054,"['Adults', 'Adverse event', 'Case definition', 'Children', 'Guidelines', 'Immunization', 'MIS-A', 'MIS-C', 'Multisystem inflammatory syndrome']","['D000328', 'D000086382', 'D000086663', 'D002648', 'D003625', 'D006801', 'D007114', 'D000086402', 'D018746']","['Adult', 'COVID-19', 'COVID-19 Vaccines', 'Child', 'Data Collection', 'Humans', 'Immunization', 'SARS-CoV-2', 'Systemic Inflammatory Response Syndrome']","This is a Brighton Collaboration Case Definition of the term ""Multisystem Inflammatory Syndrome in Children and Adults (MIS-C/A)"" to be utilized in the evaluation of adverse events following immunization. The case definition was developed by topic experts convened by the Coalition for Epidemic Preparedness Innovations (CEPI) in the context of active development of vaccines for SARS-CoV-2. The format of the Brighton Collaboration was followed, including an exhaustive review of the literature, to develop a consensus definition and defined levels of certainty. The document underwent peer review by the Brighton Collaboration Network and by selected expert external reviewers prior to submission. The comments of the reviewers were taken into consideration and edits incorporated into this final manuscript.",HD105593,Vaccine,2021
33067221,Defining the Cytokine Storm Syndrome of COVID-19: Role of the Clinical Laboratory.,PMC8547873,"['Jialal I', 'Devaraj S']",,[],"['D000073640', 'D000086382', 'D064790', 'D018352', 'D000080424', 'D016207', 'D006801', 'D058873', 'D011024', 'D000086402', 'D014481']","['Betacoronavirus', 'COVID-19', 'Clinical Laboratory Services', 'Coronavirus Infections', 'Cytokine Release Syndrome', 'Cytokines', 'Humans', 'Pandemics', 'Pneumonia, Viral', 'SARS-CoV-2', 'United States']",,HD105593,Annals of clinical and laboratory science,2020
32956703,Clinical performance of a semi-quantitative assay for SARS-CoV2 IgG and SARS-CoV2 IgM antibodies.,PMC7501146,"['Jung J', 'Garnett E', 'Jariwala P', 'Pham H', 'Huang R', 'Benzi E', 'Issaq N', 'Matzuk M', 'Singh I', 'Devaraj S']",doi:10.1016/j.cca.2020.09.023,"['IgG, IgM', 'SARS CoV-2 antibody', 'Serology', 'Validation']","['D000073640', 'D004797', 'D000939', 'D006801', 'D007074', 'D007075', 'D000086402']","['Betacoronavirus', 'Enzyme-Linked Immunosorbent Assay', 'Epitopes', 'Humans', 'Immunoglobulin G', 'Immunoglobulin M', 'SARS-CoV-2']","While the diagnosis of SARS-CoV-2 infection is primarily based on detection of viral RNA, the detection of SARS-CoV-2 antibodies is useful for assessing past prevalence of the disease, and in corroborating a current infection in challenging cases. Sensitive and specific immunoassays provide the ability to identify exposure to SARS-CoV-2, to determine seroconversion, to confirm eligibility for donation of convalescent plasma as well as play an essential part in epidemiological studies. We report on the validation of the Ansh Laboratories SARS-CoV-2 IgG and SARS-CoV-2 IgM ELISA immunoassays. These assays were evaluated for detection of anti-SARS-CoV-2 IgG and IgM antibodies for clinical use in our hospital as part of an orthogonal testing algorithm recommended by the CDC.",HD105593,Clinica chimica acta; international journal of clinical chemistry,2020
32864699,Clinical Validation and Performance Evaluation of the Automated Vitros Total Anti-SARS-CoV-2 Antibodies Assay for Screening of Serostatus in COVID-19.,PMC7529060,"['Garnett E', 'Jung J', 'Tam E', 'Rajapakshe D', 'Cheney S', 'Brown C', 'Cao J', 'Muldrew K', 'Singh I', 'Versalovic J', 'Devaraj S']",doi:10.1093/ajcp/aqaa157,"['Serology', 'Coronavirus', 'IgG', 'IgM', 'SARS CoV-2 antibody', 'alidation']","['D000914', 'D000073640', 'D000086382', 'D000086742', 'D019411', 'D018352', 'D006801', 'D007118', 'D058873', 'D011024', 'D000086402', 'D012680', 'D012698']","['Antibodies, Viral', 'Betacoronavirus', 'COVID-19', 'COVID-19 Testing', 'Clinical Laboratory Techniques', 'Coronavirus Infections', 'Humans', 'Immunoassay', 'Pandemics', 'Pneumonia, Viral', 'SARS-CoV-2', 'Sensitivity and Specificity', 'Serologic Tests']",Evaluation of serostatus against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has emerged as an important tool in identification of exposure to coronavirus disease 2019 (COVID-19). We report on the validation of the Vitros Anti-SARS-CoV-2 Total (CoV2T) assay for qualitative serologic testing of SARS-CoV-2 antibodies.,HD105593,American journal of clinical pathology,2020
32855191,Design of 3D-Printed Nasopharyngeal Swabs for Children is Enabled by Radiologic Imaging.,PMC7963225,"['Starosolski Z', 'Admane P', 'Dunn J', 'Kaziny B', 'Huisman TAGM', 'Annapragada A']",doi:10.3174/ajnr.A6794,[],"['D000328', 'D000086382', 'D000086742', 'D002648', 'D002675', 'D017076', 'D004209', 'D005260', 'D006801', 'D007223', 'D008297', 'D008953', 'D009305', 'D010372', 'D066330', 'D000086402', 'D014057']","['Adult', 'COVID-19', 'COVID-19 Testing', 'Child', 'Child, Preschool', 'Computer-Aided Design', 'Disposable Equipment', 'Female', 'Humans', 'Infant', 'Male', 'Models, Anatomic', 'Nasopharynx', 'Pediatrics', 'Printing, Three-Dimensional', 'SARS-CoV-2', 'Tomography, X-Ray Computed']","3D-printed nasopharyngeal swabs for COVID-19 molecular diagnostic testing address the national shortage of swabs. Swab designs for adult use were placed in the public domain in March 2020. Swabs for pediatric use, however, need to be smaller and more flexible to navigate delicate pediatric nasopharyngeal cavities. We describe a novel use of maxillofacial CT scans to aid in the design of pediatric nasopharyngeal swabs.",HD105593,AJNR. American journal of neuroradiology,2020
38859985,"Within-host influenza viral diversity in the pediatric population as a function of age, vaccine, and health status.",PMC11163376,"['Sobel Leonard A', 'Mendoza L', 'McFarland AG', 'Marques AD', 'Everett JK', 'Moncla L', 'Bushman FD', 'Odom John AR', 'Hensley SE']",doi:10.1093/ve/veae034,"['antigenic drift', 'influenza', 'next-generation sequencing', 'pediatrics', 'viral diversity']",[],[],"Seasonal influenza virus predominantly evolves through antigenic drift, marked by the accumulation of mutations at antigenic sites. Because of antigenic drift, influenza vaccines are frequently updated, though their efficacy may still be limited due to strain mismatches. Despite the high levels of viral diversity observed across populations, most human studies reveal limited intrahost diversity, leaving the origin of population-level viral diversity unclear. Previous studies show host characteristics, such as immunity, might affect within-host viral evolution. Here we investigate influenza A viral diversity in children aged between 6 months and 18 years. Influenza virus evolution in children is less well characterized than in adults, yet may be associated with higher levels of viral diversity given the lower level of pre-existing immunity and longer durations of infection in children. We obtained influenza isolates from banked influenza A-positive nasopharyngeal swabs collected at the Children's Hospital of Philadelphia during the 2017-18 influenza season. Using next-generation sequencing, we evaluated the population of influenza viruses present in each sample. We characterized within-host viral diversity using the number and frequency of intrahost single-nucleotide variants (iSNVs) detected in each sample. We related viral diversity to clinical metadata, including subjects' age, vaccination status, and comorbid conditions, as well as sample metadata such as virus strain and cycle threshold. Consistent with previous studies, most samples contained low levels of diversity with no clear association between the subjects' age, vaccine status, or health status. Further, there was no enrichment of iSNVs near known antigenic sites. Taken together, these findings are consistent with previous observations that the majority of intrahost influenza virus infection is characterized by low viral diversity without evidence of diversifying selection.",HD105594,Virus evolution,2024
37790477,Developmental progression of the nasopharyngeal microbiome during childhood and association with the lower airway microbiome.,PMC10543049,"['Hernandez-Leyva AJ', 'Rosen AL', 'Tomera CP', 'Lin EE', 'Akaho EH', 'Blatz AM', 'Otto WR', 'Logan J', 'Young LR', 'Harris RM', 'Kau AL', 'John ARO']",doi:10.1101/2023.09.18.23295747,[],[],[],The upper (URT) and lower (LRT) respiratory tract feature distinct environments and responses affecting microbial colonization but investigating the relationship between them is technically challenging. We aimed to identify relationships between taxa colonizing the URT and LRT and explore their relationship with development during childhood.,HD105594,medRxiv : the preprint server for health sciences,2023
37738417,"Thinking Small, Stinking Big: The World of Microbial Odors.",PMC11095540,"['Pollock TY', 'Odom John AR']",doi:10.1093/infdis/jiad405,"['VOCs', 'breathomics', 'diagnostics', 'gas chromatography-mass spectrometry', 'infectious diseases', 'mass spectrometry', 'volatile organic compounds']","['D006801', 'D009812']","['Humans', 'Odorants']",,HD105594,The Journal of infectious diseases,2024
35817892,Rhoptry secretion system structure and priming in Plasmodium falciparum revealed using in situ cryo-electron tomography.,PMC7613239,"['Martinez M', 'Chen WD', 'Cova MM', 'Molnár P', 'Mageswaran SK', 'Guérin A', 'John ARO', 'Lebrun M', 'Chang YW']",doi:10.1038/s41564-022-01171-3,[],"['D003457', 'D003458', 'D055032', 'D006790', 'D006801', 'D016778', 'D010963', 'D015800']","['Cryptosporidiosis', 'Cryptosporidium', 'Electron Microscope Tomography', 'Host-Parasite Interactions', 'Humans', 'Malaria, Falciparum', 'Plasmodium falciparum', 'Protozoan Proteins']","Apicomplexan parasites secrete contents of the rhoptries, club-shaped organelles in the apical region, into host cells to permit their invasion and establishment of infection. The rhoptry secretory apparatus (RSA), which is critical for rhoptry secretion, was recently discovered in Toxoplasma and Cryptosporidium. It is unknown whether a similar molecular machinery exists in the malaria parasite Plasmodium. In this study, we use in situ cryo-electron tomography to investigate the rhoptry secretion system in P. falciparum merozoites. We identify the presence of an RSA at the cell apex and a morphologically distinct apical vesicle docking the tips of the two rhoptries to the RSA. We also discover two additional rhoptry organizations that lack the apical vesicle. Using subtomogram averaging, we reveal different conformations of the RSA structure corresponding to different rhoptry organizations. Our results highlight previously unknown steps in the process of rhoptry secretion and indicate a regulatory role for the conserved apical vesicle in host invasion by apicomplexan parasites.",HD105594,Nature microbiology,2022
35373072,Evidence for SARS-CoV-2 Spike Protein in the Urine of COVID-19 Patients.,PMC8791366,"['George S', 'Pal AC', 'Gagnon J', 'Timalsina S', 'Singh P', 'Vydyam P', 'Munshi M', 'Chiu JE', 'Renard I', 'Harden CA', 'Ott IM', 'Watkins AE', 'Vogels CBF', 'Lu P', 'Tokuyama M', 'Venkataraman A', 'Casanovas-Massana A', 'Wyllie AL', 'Rao V', 'Campbell M', 'Farhadian SF', 'Grubaugh ND', 'Dela Cruz CS', 'Ko AI', 'Berna Perez AZ', 'Akaho EH', 'Moledina DG', 'Testani J', 'John AR', 'Ledizet M', 'Mamoun CB', 'and the Yale IMPACT Team']",doi:10.34067/KID.0002172021,"['COVID-19', 'SARS-CoV-2', 'acute kidney injury and ICU nephrology', 'body fluids', 'coronavirus', 'enzyme-linked immunosorbent assay', 'spike glycoprotein', 'spike protein', 'viral envelope proteins']","['D000328', 'D000086382', 'D002648', 'D006801', 'D058873', 'D000086402', 'D064370']","['Adult', 'COVID-19', 'Child', 'Humans', 'Pandemics', 'SARS-CoV-2', 'Spike Glycoprotein, Coronavirus']","SARS-CoV-2 infection has, as of April 2021, affected >133 million people worldwide, causing >2.5 million deaths. Because the large majority of individuals infected with SARS-CoV-2 are asymptomatic, major concerns have been raised about possible long-term consequences of the infection.",HD105594,Kidney360,2021
35368385,"IL-1 receptor antagonist, MIS-C, and the peculiar autoimmunity of SARS-CoV-2.",PMC8963768,"['Bassiri H', 'Canna SW']",doi:10.1016/S2665-9913(22)00090-X,[],[],[],,HD105594,The Lancet. Rheumatology,2022
35118829,American College of Rheumatology Clinical Guidance for Multisystem Inflammatory Syndrome in Children Associated With SARS-CoV-2 and Hyperinflammation in Pediatric COVID-19: Version 3.,PMC9011620,"['Henderson LA', 'Canna SW', 'Friedman KG', 'Gorelik M', 'Lapidus SK', 'Bassiri H', 'Behrens EM', 'Kernan KF', 'Schulert GS', 'Seo P', 'Son MBF', 'Tremoulet AH', 'VanderPluym C', 'Yeung RSM', 'Mudano AS', 'Turner AS', 'Karp DR', 'Mehta JJ']",doi:10.1002/art.42062,[],"['D000328', 'D000086382', 'D002648', 'D006801', 'D012219', 'D000086402', 'D018746', 'D014481']","['Adult', 'COVID-19', 'Child', 'Humans', 'Rheumatology', 'SARS-CoV-2', 'Systemic Inflammatory Response Syndrome', 'United States']","To provide guidance on the management of Multisystem Inflammatory Syndrome in Children (MIS-C), a condition characterized by fever, inflammation, and multiorgan dysfunction that manifests late in the course of SARS-CoV-2 infection. Recommendations are also provided for children with hyperinflammation during COVID-19, the acute, infectious phase of SARS-CoV-2 infection.",HD105594,"Arthritis & rheumatology (Hoboken, N.J.)",2022
