pm_id,title,pmc_id,authors,doi,keywords,mesh_ids,mesh_terms,project_serial_num,journal_name,publication_year
34304585,Degradation of Premature-miR-181b by the Translin/Trax RNase Increases Vascular Smooth Muscle Cell Stiffness.,PMC8363557,"""Tuday E, Nakano M, Akiyoshi K, Fu X, Shah AP, Yamaguchi A, Steenbergen C, Santhanam L, An SS, Berkowitz D, Baraban JM, Das S""",doi:10.1161/HYPERTENSIONAHA.120.16690,"""aorta, cardiovascular diseases, microRNA degradation, risk factors, vascular smooth muscle, vasopressin""","""D000818, D001011, D001127, D004268, D051379, D035683, D009131, D032389, D059289""","""Animals, Aorta, Arginine Vasopressin, DNA-Binding Proteins, Mice, MicroRNAs, Muscle, Smooth, Vascular, Myocytes, Smooth Muscle, Vascular Stiffness""",TR003780,"Hypertension (Dallas, Tex. : 1979)",2021
36934525,Emerging role of extracellular vesicles in multiple sclerosis: From cellular surrogates to pathogenic mediators and beyond.,PMC10124134,"""Palacio PL, Pleet ML, Reátegui E, Magaña SM""",doi:10.1016/j.jneuroim.2023.578064,"""Exosomes, Extracellular vesicles, Multiple sclerosis, Non-coding RNA, miRNA""","""D006801, D009103, D000067128, D002490, D015415, D002450""","""Humans, Multiple Sclerosis, Extracellular Vesicles, Central Nervous System, Biomarkers, Cell Communication""",TR003807,Journal of neuroimmunology,2023
36093740,An immunogold single extracellular vesicular RNA and protein ((Au) SERP) biochip to predict responses to immunotherapy in non-small cell lung cancer patients.,PMC9465631,"""Nguyen LTH, Zhang J, Rima XY, Wang X, Kwak KJ, Okimoto T, Amann J, Yoon MJ, Shukuya T, Chiang CL, Walters N, Ma Y, Belcher D, Li H, Palmer AF, Carbone DP, Lee LJ, Reátegui E""",doi:10.1002/jev2.12258,,"""D060890, D015415, D002289, D000067128, D006801, D007155, D007167, D008175, D012313, D012333""","""B7-H1 Antigen, Biomarkers, Carcinoma, Non-Small-Cell Lung, Extracellular Vesicles, Humans, Immunologic Factors, Immunotherapy, Lung Neoplasms, RNA, RNA, Messenger""",TR003807,Journal of extracellular vesicles,2022
35579189,Microfluidic harvesting of breast cancer tumor spheroid-derived extracellular vesicles from immobilized microgels for single-vesicle analysis.,PMC9383696,"""Rima XY, Zhang J, Nguyen LTH, Rajasuriyar A, Yoon MJ, Chiang CL, Walters N, Kwak KJ, Lee LJ, Reátegui E""",doi:10.1039/d1lc01053k,,"""D001943, D018929, D000067128, D005260, D006801, D044085, D000080386, D059016""","""Breast Neoplasms, Cell Culture Techniques, Extracellular Vesicles, Female, Humans, Microfluidics, Microgels, Tumor Microenvironment""",TR003807,Lab on a chip,2022
37450768,Pulmonary Hypertension: A Contemporary Review.,PMC10492255,"""Johnson S, Sommer N, Cox-Flaherty K, Weissmann N, Ventetuolo CE, Maron BA""",doi:10.1164/rccm.202302-0327SO,"""pulmonary arterial hypertension, pulmonary hypertension, pulmonary vascular disease""","""D006801, D006976, D000081029, D014652, D008168, D065627, D002908, D011655""","""Humans, Hypertension, Pulmonary, Pulmonary Arterial Hypertension, Vascular Diseases, Lung, Familial Primary Pulmonary Hypertension, Chronic Disease, Pulmonary Embolism""",HL119145,American journal of respiratory and critical care medicine,2023
37428010,MYC overrides HIF-1α to regulate proliferating primary cell metabolism in hypoxia.,PMC10332812,"""Copeland CA, Olenchock BA, Ziehr D, McGarrity S, Leahy K, Young JD, Loscalzo J, Oldham WM""",doi:10.7554/eLife.82597,"""MYC, biochemistry, cell biology, chemical biology, human, hypoxia, hypoxia-inducible factor, metabolic flux analysis, prolyl hydroxylase""","""D006801, D015687, D000860, D051795, D008168, D011393, D016271, D015398""","""Humans, Cell Hypoxia, Hypoxia, Hypoxia-Inducible Factor 1, alpha Subunit, Lung, Procollagen-Proline Dioxygenase, Proto-Oncogene Proteins c-myc, Signal Transduction""",HL119145,eLife,2023
37226730,Phenomics and Robust Multiomics Data for Cardiovascular Disease Subtyping.,PMC10330619,"""Maiorino E, Loscalzo J""",doi:10.1161/ATVBAHA.122.318892,"""algorithms, coronary artery disease, heart failure, multiomics, precision medicine""","""D006801, D002318, D000080444, D000095028, D000465, D010641""","""Humans, Cardiovascular Diseases, Phenomics, Multiomics, Algorithms, Phenotype""",HL119145,"Arteriosclerosis, thrombosis, and vascular biology",2023
37039628,Local generation and efficient evaluation of numerous drug combinations in a single sample.,PMC10171870,"""Elgart V, Loscalzo J""",doi:10.7554/eLife.85439,"""barcoding, computational biology, drug combinations, high-throughput, human, medicine, optimization, single-cell, systems biology""","""D010641, D004338""","""Phenotype, Drug Combinations""",HL119145,eLife,2023
37028977,Development and Validation of an Acute Respiratory Distress Syndrome Prediction Model in Coronavirus Disease 2019: Updated Lung Injury Prediction Score.,PMC9800809,"""Tekin A, Qamar S, Sharma M, Singh R, Malinchoc M, Bansal V, Deo N, Bogojevic M, Valencia-Morales DJ, Zec S, Zorko-Garbajs N, Sharma N, Lal A, Sanghavi DK, Cartin-Ceba R, Khan SA, La Nou AT, Cherian A, Zabolotskikh IB, Kumar VK, Kashyap R, Walkey AJ, Domecq JP, Yadav H, Gajic O, Odeyemi YE, Society of Critical Care Medicine Discovery Viral Infection and Respiratory Illness Universal Study (VIRUS): COVID-19 Registry Investigator Group""",doi:10.1016/j.mayocp.2022.11.021,,"""D000328, D006801, D055370, D000086382, D015331, D008168, D012128""","""Adult, Humans, Lung Injury, COVID-19, Cohort Studies, Lung, Respiratory Distress Syndrome""",HL119145,Mayo Clinic proceedings,2023
36949045,Assessment of community efforts to advance network-based prediction of protein-protein interactions.,PMC10033937,"""Wang XW, Madeddu L, Spirohn K, Martini L, Fazzone A, Becchetti L, Wytock TP, Kovács IA, Balogh OM, Benczik B, Pétervári M, Ágg B, Ferdinandy P, Vulliard L, Menche J, Colonnese S, Petti M, Scarano G, Cuomo F, Hao T, Laval F, Willems L, Twizere JC, Vidal M, Calderwood MA, Petrillo E, Barabási AL, Silverman EK, Loscalzo J, Velardi P, Liu YY""",doi:10.1038/s41467-023-37079-7,,"""D000818, D006801, D025941, D012441, D017173, D060066, D019295""","""Animals, Humans, Protein Interaction Mapping, Saccharomyces cerevisiae, Caenorhabditis elegans, Protein Interaction Maps, Computational Biology""",HL119145,Nature communications,2023
36794589,Multiomics Network Medicine Approaches to Precision Medicine and Therapeutics in Cardiovascular Diseases.,PMC10038904,"""Wang RS, Maron BA, Loscalzo J""",doi:10.1161/ATVBAHA.122.318731,"""cardiovascular diseases, multiomics, network medicine, precision medicine""","""D006801, D057285, D002318, D000095028, D023281, D055442""","""Humans, Precision Medicine, Cardiovascular Diseases, Multiomics, Genomics, Metabolome""",HL119145,"Arteriosclerosis, thrombosis, and vascular biology",2023
36565787,Pursuing functional biomarkers in complex disease: Focus on pulmonary arterial hypertension.,,"""Benincasa G, Napoli C, Loscalzo J, Maron BA""",doi:10.1016/j.ahj.2022.12.009,"""Artificial intelligence, Biomarkers, Network analysis, Omics, Pulmonary arterial hypertension""","""D006801, D000081029, D015415, D000069550, D057285, D012307""","""Humans, Pulmonary Arterial Hypertension, Biomarkers, Machine Learning, Precision Medicine, Risk Factors""",HL119145,American heart journal,2023
36275710,"""Rogue"" neutrophil-subset ""DEspR+CD11b+/CD66b+"" immunotype is an actionable therapeutic target for neutrophilic inflammation-mediated tissue injury - studies in human, macaque and rat LPS-inflammation models.",PMC9581391,"""Carstensen S, Müller M, Tan GLA, Pasion KA, Hohlfeld JM, Herrera VLM, Ruiz-Opazo N""",doi:10.3389/fimmu.2022.1008390,"""DEspR, LPS-acute inflammation tissue injury models, LPS-brain encephalopathy, acute lung injury, neutrophil subset, segmental LPS challenge""","""D006801, D051381, D000818, D008070, D009504, D008253, D055371, D007249, D012128, D000860, D001927""","""Humans, Rats, Animals, Lipopolysaccharides, Neutrophils, Macaca mulatta, Acute Lung Injury, Inflammation, Respiratory Distress Syndrome, Hypoxia, Brain Diseases""",HL119145,Frontiers in immunology,2022
36043417,L-2-Hydroxyglutarate Protects Against Cardiac Injury via Metabolic Remodeling.,PMC9533473,"""He H, Mulhern RM, Oldham WM, Xiao W, Lin YD, Liao R, Loscalzo J""",doi:10.1161/CIRCRESAHA.122.321227,"""L-2-hydroxyglutarate dehydrogenase, glycolysis, ischemia, oxidative stress, pentose phosphate pathway, reactive oxygen species, reperfusion injury""","""D000818, D005947, D005977, D008322, D051379, D009203, D015428, D018384, D010100, D010710, D017382""","""Animals, Glucose, Glutarates, Mammals, Mice, Myocardial Infarction, Myocardial Reperfusion Injury, Oxidative Stress, Oxygen, Phosphates, Reactive Oxygen Species""",HL119145,Circulation research,2022
36040468,SARS-CoV-2 With Concurrent Respiratory Viral Infection as a Risk Factor for a Higher Level of Care in Hospitalized Pediatric Patients.,PMC9426307,"""Dikranian L, Barry S, Ata A, Chiotos K, Gist K, Bhalala U, Danesh V, Heavner S, Gharpure V, Bjornstad EC, Irby O, Heneghan JA, Montgomery V, Gupta N, Miller A, Walkey A, Tripathi S, Boman K, Bansal V, Kumar V, Kashyap R, Sayed I, Woll C, From the Society of Critical Care Medicine Discovery Viral Infection and Respiratory Illness Universal Study: COVID-19 Registry Investigator Group""",doi:10.1097/PEC.0000000000002814,,"""D000086382, D002648, D060085, D003430, D006801, D007362, D012307, D000086402, D014481""","""COVID-19, Child, Coinfection, Cross-Sectional Studies, Humans, Intensive Care Units, Risk Factors, SARS-CoV-2, United States""",HL119145,Pediatric emergency care,2022
35962845,Using artificial intelligence to avoid human error in identifying embryos: a retrospective cohort study.,PMC9596636,"""Hammer KC, Jiang VS, Kanakasabapathy MK, Thirumalaraju P, Kandula H, Dimitriadis I, Souter I, Bormann CL, Shafiee H""",doi:10.1007/s10815-022-02585-y,"""ART, Artificial intelligence, Embryo labeling, Machine learning, Witnessing system""","""D006801, D001185, D012189, D001755, D004622, D016571""","""Humans, Artificial Intelligence, Retrospective Studies, Blastocyst, Embryo, Mammalian, Neural Networks, Computer""",HL119145,Journal of assisted reproduction and genetics,2022
35924558,Expression of CD70 Modulates Nitric Oxide and Redox Status in Endothelial Cells.,PMC9394499,"""Pandey AK, Waldeck-Weiermair M, Wells QS, Xiao W, Yadav S, Eroglu E, Michel T, Loscalzo J""",doi:10.1161/ATVBAHA.122.317866,"""CD27 ligand, endothelial dysfunction, homeostasis, nitric oxide synthase type III, reactive oxygen species""","""D053282, D042783, D004730, D006801, D006861, D009569, D052250, D010084, D018384, D017382""","""CD27 Ligand, Endothelial Cells, Endothelium, Vascular, Humans, Hydrogen Peroxide, Nitric Oxide, Nitric Oxide Synthase Type III, Oxidation-Reduction, Oxidative Stress, Reactive Oxygen Species""",HL119145,"Arteriosclerosis, thrombosis, and vascular biology",2022
35843734,What Causes Hypertrophic Cardiomyopathy?,PMC9818026,"""Maron BA, Wang RS, Carnethon MR, Rowin EJ, Loscalzo J, Maron BJ, Maron MS""",doi:10.1016/j.amjcard.2022.06.017,,"""D002312, D006321, D006801, D009154, D010641, D012518""","""Cardiomyopathy, Hypertrophic, Heart, Humans, Mutation, Phenotype, Sarcomeres""",HL119145,The American journal of cardiology,2022
35599981,Pulmonary endothelial NEDD9 and the prothrombotic pathophenotype of acute respiratory distress syndrome due to SARS-CoV-2 infection.,PMC9111030,"""Alba GA, Samokhin AO, Wang RS, Wertheim BM, Haley KJ, Padera RF, Vargas SO, Rosas IO, Hariri LP, Shih A, Thompson BT, Mitchell RN, Maron BA""",doi:10.1002/pul2.12071,"""SARS‐CoV‐2, acute respiratory distress syndrome, endothelium, pulmonary biology, thrombosis""",,,HL119145,Pulmonary circulation,2022
35466998,HFp2EF: heart failure with pulmonary dysfunction and preserved ejection fraction?,,"""Maron BA, Humbert M""",doi:10.1093/eurheartj/ehac201,,"""D006333, D006801, D008168, D054555, D013318, D014481, D016277""","""Heart Failure, Humans, Lung, National Heart, Lung, and Blood Institute (U.S.), Stroke Volume, United States, Ventricular Function, Left""",HL119145,European heart journal,2022
35443763,Comprehensive network medicine-based drug repositioning via integration of therapeutic efficacy and side effects.,PMC9021283,"""Paci P, Fiscon G, Conte F, Wang RS, Handy DE, Farina L, Loscalzo J""",doi:10.1038/s41540-022-00221-0,,"""D000465, D002318, D055808, D058492, D064420, D006801""","""Algorithms, Cardiovascular Diseases, Drug Discovery, Drug Repositioning, Drug-Related Side Effects and Adverse Reactions, Humans""",HL119145,NPJ systems biology and applications,2022
35379853,"A targetable 'rogue' neutrophil-subset, ""CD11b+DEspR+"" immunotype, is associated with severity and mortality in acute respiratory distress syndrome (ARDS) and COVID-19-ARDS.",PMC8977568,"""Herrera VLM, Walkey AJ, Nguyen MQ, Gromisch CM, Mosaddhegi JZ, Gromisch MS, Jundi B, Lukassen S, Carstensen S, Denis R, Belkina AC, Baron RM, Pinilla-Vera M, Mueller M, Kimberly WT, Goldstein JN, Lehmann I, Shih AR, Eils R, Levy BD, Ruiz-Opazo N""",doi:10.1038/s41598-022-09343-1,,"""D000086382, D065206, D006801, D016130, D009504, D012128""","""COVID-19, Extracellular Traps, Humans, Immunophenotyping, Neutrophils, Respiratory Distress Syndrome""",HL119145,Scientific reports,2022
35312466,Variable Monitoring of Veterans with Group 3 Pulmonary Hypertension Treated with Off-Label Pulmonary Vasodilator Therapy.,PMC9278628,"""Johnson SW, Gillmeyer KR, Bolton RE, McCullough MB, Qian SX, Maron BA, Klings ES, Wiener RS""",doi:10.1513/AnnalsATS.202110-1168RL,,"""D006801, D006976, D056687, D014665, D014728""","""Humans, Hypertension, Pulmonary, Off-Label Use, Vasodilator Agents, Veterans""",HL119145,Annals of the American Thoracic Society,2022
35312360,A microfluidic device for real-time on-demand intravenous oxygen delivery.,PMC9060478,"""Vutha AK, Patenaude R, Cole A, Kumar R, Kheir JN, Polizzotti BD""",doi:10.1073/pnas.2115276119,"""hypoxia, intravenous, nanobubbles, nanospray, oxygen""","""D015199, D006801, D000860, D056656, D055370, D010100, D012122""","""Extracorporeal Membrane Oxygenation, Humans, Hypoxia, Lab-On-A-Chip Devices, Lung Injury, Oxygen, Ventilators, Mechanical""",HL119145,Proceedings of the National Academy of Sciences of the United States of America,2022
35211681,Hospital Variation in Management and Outcomes of Acute Respiratory Distress Syndrome Due to COVID-19.,PMC8860338,"""Johnson SW, Garcia MA, Sisson EKQ, Sheldrick CR, Kumar VK, Boman K, Bolesta S, Bansal V, Lal A, Domecq JP, Melamed RR, Christie AB, Husain A, Yus S, Gajic O, Kashyap R, Walkey AJ""",doi:10.1097/CCE.0000000000000638,"""COVID-19, Viral Infection and Respiratory Illness Universal Study, acute respiratory distress syndrome, low-tidal-volume ventilation, prone ventilation, severe acute respiratory syndrome coronavirus-2""",,,HL119145,Critical care explorations,2022
35142398,Intracardiac MR imaging (ICMRI) guiding-sheath with amplified expandable-tip imaging and MR-tracking for navigation and arrythmia ablation monitoring: Swine testing at 1.5 and 3T.,PMC8957513,"""Schmidt EJ, Olson G, Tokuda J, Alipour A, Watkins RD, Meyer EM, Elahi H, Stevenson WG, Schweitzer J, Dumoulin CL, Johnson T, Kolandaivelu A, Loew W, Halperin HR""",doi:10.1002/mrm.29168,"""acute RF lesion imaging, cardiac electrophysiology, interventional MRI""","""D000818, D001145, D017115, D004867, D006325, D008279, D013552""","""Animals, Arrhythmias, Cardiac, Catheter Ablation, Equipment Design, Heart Atria, Magnetic Resonance Imaging, Swine""",HL119145,Magnetic resonance in medicine,2022
34789851,DEspR(high) neutrophils are associated with critical illness in COVID-19.,PMC8599677,"""deKay JT, Emery IF, Rud J, Eldridge A, Lord C, Gagnon DJ, May TL, Herrera VLM, Ruiz-Opazo N, Riker RR, Sawyer DB, Ryzhov S, Seder DB""",doi:10.1038/s41598-021-01943-7,,"""D000368, D000086382, D018925, D015331, D016638, D016207, D004797, D065206, D005260, D006801, D007249, D008297, D008875, D009504, D011544, D000086402, D012720""","""Aged, COVID-19, Chemokines, Cohort Studies, Critical Illness, Cytokines, Enzyme-Linked Immunosorbent Assay, Extracellular Traps, Female, Humans, Inflammation, Male, Middle Aged, Neutrophils, Pseudogenes, SARS-CoV-2, Severity of Illness Index""",HL119145,Scientific reports,2021
34775044,A crosslinked dextran sulfate-chitosan nanoparticle for delivery of therapeutic heparin-binding proteins.,PMC8691175,"""Guarino VA, Blau A, Alvarenga J, Loscalzo J, Zhang YY""",doi:10.1016/j.ijpharm.2021.121287,"""Drug delivery, Heparin-binding proteins, Polysaccharide nanoparticles""","""D000818, D002352, D048271, D016264, D004337, D006493, D053758, D051381""","""Animals, Carrier Proteins, Chitosan, Dextran Sulfate, Drug Carriers, Heparin, Nanoparticles, Rats""",HL119145,International journal of pharmaceutics,2021
34746796,Variation in Use of Repurposed Medications Among Patients With Coronavirus Disease 2019. From The Society of Critical Care Medicine Discovery Viral Infection and Respiratory Illness Universal Study: Coronavirus Disease 2019 Registry Investigator Group.,PMC8565794,"""Garcia MA, Johnson SW, Bosch NA, Sisson EK, Sheldrick CR, Kumar VK, Boman K, Bolesta S, Bansal V, Deo N, Domecq JP, Lal A, Christie AB, Banner-Goodspeed VM, Sanghavi D, Vadgaonkar G, Gajic O, Kashyap R, Walkey AJ""",doi:10.1097/CCE.0000000000000566,"""Viral Infection and Respiratory Illness Universal Study, antiviral agents, coronavirus disease 2019, dexamethasone, hydroxychloroquine""",,,HL119145,Critical care explorations,2021
34657041,Unexpected Participation of Intercalated Cells in Renal Inflammation and Acute Kidney Injury.,PMC9010481,"""Breton S, Battistone MA""",doi:10.1159/000519265,"""Immune cell infiltration, Innate immunity, Monocytes, Neutrophils, Sterile inflammation, Tubular injury""","""D058186, D000818, D004847, D005260, D006801, D007249, D007668, D008297, D051379, D009393, D015427, D014530""","""Acute Kidney Injury, Animals, Epithelial Cells, Female, Humans, Inflammation, Kidney, Male, Mice, Nephritis, Reperfusion Injury, Uridine Diphosphate""",HL119145,Nephron,2022
